factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000511,Fleming House Factors Limited,ChIJmcWX709viEgRUChTx3MeHPk,2,Ross Campbell,1,"Arrived to drop off paperwork as it was shown on the letter that the department I was looking for was working within.

After being provided access by a helpful staff member who was returning from a vale break I was met with the worst concierge I have ever had the unfortunate pleasure of meeting.

Stood infront of his desk for a few minutes whilst I kid you not he sat on his phone blatantly ignoring me.

So I decided to venture (completely unchecked) into the building to be met with what was a like a set from The Walking Dead. Empty rooms, leaking stains and not another human in sight.

I then made my way back to the entrance and asked the concierge where that department was located, puzzled that I was actually talking to him he said ""check the board"" but the floor it was on was already checked and deserted.",1655405649,3 years ago
PF000511,Fleming House Factors Limited,ChIJmcWX709viEgRUChTx3MeHPk,2,David Caldwell,2,Very old and could be doing with a tidy and upgrade,1499553392,8 years ago
PF000511,Fleming House Factors Limited,ChIJH13tkPFCiEgRfQAvXhrv90U,3,Neil Mckay,5,Great family run company,1521824202,7 years ago
PF000511,Fleming House Factors Limited,ChIJH13tkPFCiEgRfQAvXhrv90U,3,Kenneth Yule,5,,1742845506,9 months ago
PF000511,Fleming House Factors Limited,ChIJH13tkPFCiEgRfQAvXhrv90U,3,Wayne Pattinson,4,,1622272674,4 years ago
PF000511,Fleming House Factors Limited,ChIJH13tkPFCiEgRfQAvXhrv90U,3,Kayla Murphy,5,,1559493190,6 years ago
PF000511,Fleming House Factors Limited,ChIJH13tkPFCiEgRfQAvXhrv90U,3,Scott M,5,,1542058372,7 years ago
PF000511,Fleming House Factors Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,5,Nicola Masterson,5,"I have just had work carried out in my bathroom. I was flooded and my bathroom needed completely ripped out and refitted. I cannot express how pleased I am with the professionalism of Paul & Ryan from start to finish and how happy I am with the outcome of the work carried out. It is like a dream bathroom, these pics are taken just before it was fully completed but I couldn't wait to review them as I am so pleased with it! Love it!!",1692187966,2 years ago
PF000511,Fleming House Factors Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,5,Kirsty Mclean,5,Was really good quite quick to. They arrived at about 10 ish the morning fixed whole in my floor and replaced the lino with flooring. And was finished for 3pm. Very friendly and polite. Will return to do the trim but over all really impressed with the outcome.,1709839329,a year ago
PF000511,Fleming House Factors Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,5,J L,5,"Our tenement was under a certain well known for being hellish factor who shall not be named much like Lord Voldemort (in saying that our building felt like the deathly hallows under our previous factor *cough rhymes with Dames Kibb cough*). Nothing got done by them and when it was? It was not done correctly at all and we were all charged a fortune. Our garden was constantly left in literal jungle like ruin, foundation repairs were not being taken care of, the cleaning service would have been better done by the Mice from Cinderella with their feather brooms and no one could even get them on the phone nor did anyone even ever meet a face to a name at this place. So we fully had enough and we started looking into voting them out and finding a better factor, enter Homesbook and WOW... The difference that has already been made in a month! Not only has the director Craig personally popped over to meet everyone, he listened to our concerns and the second Homesbook got the green light to factor our building? All of these issues from our previous factor have already started being taken care of after months and even years of us waiting on the previous factor to sort them and some have already been done within the first month! Craig and the Homesbook team are a breath of fresh air and I will never stop recommending them to the community when I see others having the same issues we did before Homesbook came along.

Not only that, at 5am this morning, our bathroom was taken over by a random small swarm of angry wasps. We contained the issue to the bathroom and got in touch with Homesbook's out of hours number at 6am, also explaining that I'm severely allergic to wasp stings and require EpiPens. Within a literal couple of hours, Homesbook already had a very friendly and highly professional pest control  family run business at our door (Called Essential
Pest Services who I highly recommend!) and the problem was solved within minutes. Thankfully no nest, just a freak random occurrence. Funny enough the guy they had sent over actually discovered a previous and thankfully now very dead wasps nest that the previous factor wouldn't take care of, despite being told about my allergy, when the nest was active a few years ago. It ended up dying out naturally due to weather conditions
and temperature drops. Although we had to endure keeping our windows closed all summer as a result! Not nice!

I can't thank Craig and the team enough for everything they have done so far for this building and especially for jumping to action so fast this morning, especially considering my life was very much at risk.

If you're having issues with your current factor, speak to your neighbours, look into Homesbook and contact them! They have literally changed our quality of life in our building and we're all so grateful for them!",1723725578,a year ago
PF000511,Fleming House Factors Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,5,Ian Elliott,5,Sponsors of my club home strip and Craig has been a great backing for the club. Great guy and helps many of communities and his company.,1729688074,a year ago
PF000511,Fleming House Factors Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,5,Mark,4,"Thanks for your ""hard work"", Lenzie Way, Springburn",1724168783,a year ago
PF000179,Forgewood Housing Co-operative Ltd,ChIJwRF7jGpriEgRE0ObGRRHnfU,1,Shahid Nadeem,5,"This community  centre is good start of transforming forgewood area, which had quite bad reputation around motherwell area. This community centre is have enough space to accommodate a small party of about 200 people for any occasion including cultural, informative and teaching classes. Hope this centre will bring some stability and life back to  forgewood.  I really recommend this place for your birthday, wedding or any special moment of your life to celebrate in well organised centre. Thanks",1529612509,7 years ago
PF000179,Forgewood Housing Co-operative Ltd,ChIJwRF7jGpriEgRE0ObGRRHnfU,1,Meg Z,1,"Looks nice from the outside. Never got to see the inside, because despite it being booked for a community event, it was shut when we got there!",1510430866,8 years ago
PF000179,Forgewood Housing Co-operative Ltd,ChIJwRF7jGpriEgRE0ObGRRHnfU,1,Steggsy G,5,Nice clean modern building with toilets and wheelchair accessible parking and entrance,1747310251,8 months ago
