factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000173,Glen Oaks Housing Association Ltd,ChIJE04JB9dHiEgRNCzns0tZ-SU,Glen Oaks Housing Association,3,59,"3 Kilmuir Dr, Thornliebank, Glasgow G46 8BW, UK",0141 638 0999,https://www.glenoaks.org.uk/,True,https://maps.google.com/?cid=2736316430279978036,55.8063604,-4.3280024,1,OPERATIONAL,"establishment, point_of_interest"
PF000163,Gordon McTavish,ChIJ5UZmMjeuiUgRsVc9Sko9lgg,McTavish & Co,3.7,3,"Westburn Centre, 18 Nicolson St, Greenock PA15 1JU, UK",01475 725005,,True,https://maps.google.com/?cid=618749388092430257,55.9502444,-4.7601388,1,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000118,Govanhill Housing Association Limited,ChIJzZfASu1GiEgRBxiFMQ_Z6Ec,Govanhill Housing Association,3.3,104,"Samaritan House, 79 Coplaw St, Glasgow G42 7JG, UK",0141 636 3636,http://www.govanhillha.org/,True,https://maps.google.com/?cid=5181630030568298503,55.8400614,-4.2610922,1,OPERATIONAL,"establishment, point_of_interest"
PF000192,Grampian Housing Association Limited,ChIJQ1fVViEOhEgRnvM7qoogdhk,Grampian Housing Association Ltd,3,46,"74 Huntly St, Aberdeen AB10 1TD, UK",01224 202900,https://www.grampianhousing.co.uk/,True,https://maps.google.com/?cid=1834689678133687198,57.1463172,-2.1094231,1,OPERATIONAL,"establishment, point_of_interest"
PF000192,Grampian Housing Association Limited,ChIJ_xqtJK0LhUgRoqmi6EXYd4Y,Grampian Housing Association Ltd,2.7,7,"21 Culbard St, Elgin IV30 1JT, UK",0300 123 9279,https://www.grampianhousing.co.uk/,True,https://maps.google.com/?cid=9689450918078228898,57.6469225,-3.3149079,2,OPERATIONAL,"establishment, point_of_interest"
PF000191,Greenbelt Group Limited,ChIJ_605WTdEiEgRiVPOVfm72pQ,Greenbelt,1.2,95,"99 Firhill Rd, Glasgow G20 7BE, UK",0345 094 0940,https://www.greenbelt.co.uk/,True,https://maps.google.com/?cid=10726092142097093513,55.88001509999999,-4.2700653,1,OPERATIONAL,"establishment, point_of_interest"
PF001106,Grierson Property Management Ltd,ChIJdRA1PvaviUgR7i-5HAUXA_0,Grierson Property Management,4.7,7,"15 Watt St, Greenock PA16 8JN, UK",01475 789576,https://griersonproperty.com/,True,https://maps.google.com/?cid=18231441027250073582,55.9506271,-4.7666644,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency, travel_agency"
PF000825,Guild Homes (Tayside) Ltd,ChIJFZFckpNjhkgRUlq-lW8dRqI,Guild Homes (Tayside) Ltd,4.5,10,"17 Academy St, Forfar DD8 2HA, UK",01307 460011,https://www.guild-homes.co.uk/,True,https://maps.google.com/?cid=11693065847604927058,56.6438471,-2.8840469,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000288,Hacking & Paterson Management Services Limited,ChIJceS7YClEiEgRNYIE-j5iQR4,Hacking & Paterson,2.5,555,"1 Newton Terrace, Glasgow G3 7PL, UK",0141 248 5693,https://www.hackingandpaterson.co.uk/,True,https://maps.google.com/?cid=2180131717246124597,55.86590959999999,-4.274041,1,OPERATIONAL,"establishment, point_of_interest"
PF000288,Hacking & Paterson Management Services Limited,ChIJLY3D5ozHh0gRsPbqZ0bmw60,Hacking & Paterson,2.3,148,"Verdant – North Reception, 2 Redheughs Rigg, South Gyle, Edinburgh EH12 9DQ, UK",0131 523 1575,http://www.hackingandpaterson.co.uk/,True,https://maps.google.com/?cid=12521104579085661872,55.93398670000001,-3.3087853,2,OPERATIONAL,"establishment, point_of_interest"
PF000140,Hanover (Scotland) Housing Association Limited,ChIJ8-wIfvTHh0gREoPOUiS2TOs,Hanover Scotland Housing Association,4.2,15,"95 McDonald Rd, Edinburgh EH7 4NS, UK",0131 557 0598,http://www.hanover.scot/,True,https://maps.google.com/?cid=16955126964267418386,55.9644935,-3.1857368,1,OPERATIONAL,"establishment, point_of_interest"
PF000140,Hanover (Scotland) Housing Association Limited,ChIJPYXf_S5JiEgRq4vBD4uS2DQ,Hanover (Scotland) Housing Association Ltd,4.4,14,"18 Kelburne Gardens, Paisley PA1 3PP, UK",0141 887 9711,https://www.hanover.scot/,True,https://maps.google.com/?cid=3807954610904206251,55.84837719999999,-4.4081921,2,OPERATIONAL,"establishment, point_of_interest"
PF000140,Hanover (Scotland) Housing Association Limited,ChIJUbnIwADJiUgRweMGw4TuCoM,Hanover Scotland Housing Assocation Ltd,5,2,"17 Morris Ct, James St, Dalry KA24 5FB, UK",01294 834128,,True,https://maps.google.com/?cid=9442621822710768577,55.7102795,-4.7237633,3,OPERATIONAL,"establishment, point_of_interest"
PF000140,Hanover (Scotland) Housing Association Limited,ChIJ11nQOF_CYkgRXkaM5vLZ_Ag,Hanover (Scotland) Housing Association Ltd,3.8,5,"Hanover Ct, Castle Douglas DG7 1BU, UK",01556 503123,https://www.hanover.scot/,True,https://maps.google.com/?cid=647632083707774558,54.943338,-3.930954299999999,4,OPERATIONAL,"establishment, point_of_interest"
PF000140,Hanover (Scotland) Housing Association Limited,ChIJr_aSZKhiiEgR-9vExhYgBvw,Hanover (Scotland) Housing Association Ltd,5,2,"Hanover Court, 6 Logie Rd, Stirling FK9 5JU, UK",01786 472103,https://www.hanover.scot/,True,https://maps.google.com/?cid=18160237829614263291,56.1390182,-3.9226234,5,OPERATIONAL,"establishment, point_of_interest"
PF000283,Harbour Homes Scotland Limited,ChIJWyX9gA-4h0gRve6YZsf__7Y,Harbour Homes Scotland Ltd,2.9,81,"108 Constitution St, Leith, Edinburgh EH6 6AZ, UK",0131 554 0403,https://harbour.scot/,True,https://maps.google.com/?cid=13186539465848975037,55.9727778,-3.1688889,1,OPERATIONAL,"establishment, point_of_interest"
PF001085,Harland (UK) Ltd,ChIJmS3ZMpVchkgR-uh-9j3_Xsg,Premier Property Management,4.9,611,"12 Langland's St, Dundee DD4 6SZ, UK",01382 226611,https://premierpropertymanagement.co.uk/,True,https://maps.google.com/?cid=14438258096989989114,56.47119439999999,-2.9580838,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001085,Harland (UK) Ltd,ChIJyTM6er9chkgRoeCn_STdjSA,Angus Glen Properties Ltd,4.8,59,"18 S Tay St, Dundee DD1 1PD, UK",01382 206100,http://www.angusglenproperties.com/,True,https://maps.google.com/?cid=2345774131874095265,56.4582004,-2.9762847,5,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000183,Hebridean Housing Partnership Limited,ChIJ6WwC6CwIkkgR-UDY-yIgaJY,Hebridean Housing Partnership Ltd,2.8,29,"Creed Court - Gleann Seileach Business Park, Willowglen Rd, Stornoway HS1 2QP, UK",0300 123 0773,http://www.hebrideanhousing.co.uk/,True,https://maps.google.com/?cid=10837947837893329145,58.22019399999999,-6.400119,1,OPERATIONAL,"establishment, point_of_interest"
PF000183,Hebridean Housing Partnership Limited,ChIJN4Etp6ofjUgRnG7b8_Pm9bQ,Hebridean Housing Partnership Ltd,3.9,7,"17 Winfield Way, Balivanich, Isle of Benbecula HS7 5LH, UK",0300 123 0773,http://www.hebrideanhousing.co.uk/,True,https://maps.google.com/?cid=13039582231563824796,57.47297450000001,-7.386825,2,OPERATIONAL,"establishment, point_of_interest"
PF000337,Highland Club Management Company Limited,ChIJc6DxlE4jj0gRy8qTftFBkdU,Highland Club Scotland,4.8,189,"The Raven Wing, The Highland Club, St Benedicts Abbey, Fort Augustus PH32 4BJ, UK",01320 366767,https://www.highlandclubscotland.co.uk/,True,https://maps.google.com/?cid=15389153769729280715,57.1447066,-4.67682,1,OPERATIONAL,"establishment, lodging, point_of_interest, real_estate_agency, travel_agency"
PF000337,Highland Club Management Company Limited,ChIJ5SFqF9Qjj0gR04eWiFb7IRc,Highland Club Direct,4.8,55,"St Benedicts Abbey, The Highland Club, Fort Augustus PH32 4BJ, UK",0131 677 7188,http://www.highlandclubdirect.com/,True,https://maps.google.com/?cid=1666889686181119955,57.1449313,-4.6760894,3,OPERATIONAL,"establishment, lodging, point_of_interest, real_estate_agency, spa, travel_agency"
PF000712,Highland Residential (Inverness) Limited,ChIJR--6eEebj0gRWve9e220tsM,Highland Residential,4.6,10,"98-100 High St, Invergordon IV18 0DL, UK",01463 701271,http://www.highlandresidential.co.uk/,True,https://maps.google.com/?cid=14102657665477769050,57.6884124,-4.1671672,1,OPERATIONAL,"establishment, health, point_of_interest, real_estate_agency"
PF000712,Highland Residential (Inverness) Limited,ChIJ3-cIp25xj0gRhoqxM1Lfddg,Highland Housing Alliance,4,20,"Castle Heather Dr, Inverness IV2 6AA, UK",01463 251133,https://www.hhainverness.com/,True,https://maps.google.com/?cid=15597618428615166598,57.4538166,-4.2117856,2,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000712,Highland Residential (Inverness) Limited,ChIJATMKUFJxj0gRwuEVGo2dJok,Scottish Highland Property,4.5,6,"11 Queensgate, Inverness IV1 1DF, UK",01463 715175,http://www.scottishhighland.com/,True,https://maps.google.com/?cid=9882759661664723394,57.47935210000001,-4.2257085,3,OPERATIONAL,"establishment, finance, lawyer, point_of_interest, real_estate_agency"
PF000712,Highland Residential (Inverness) Limited,ChIJqzHD4YVfj0gRa-ix6h-l3wo,Highland Property Services,4.2,6,"Grampian Rd, Station Square, Aviemore PH22 1PD, UK",01479 810020,http://www.highlandpropertyservices.co.uk/,True,https://maps.google.com/?cid=783526416685852779,57.1880985,-3.829134199999999,4,OPERATIONAL,"establishment, point_of_interest"
PF000712,Highland Residential (Inverness) Limited,ChIJ0QoiUVJxj0gRtulmGPALhNA,Highland Solicitors Property Centre Ltd,4.1,37,"Suite 242, 8 Academy St, Inverness IV1 1EA, UK",01463 231173,http://www.hspc.co.uk/,True,https://maps.google.com/?cid=15025147382644271542,57.47944870000001,-4.2246454,5,OPERATIONAL,"establishment, point_of_interest"
PF000294,Hillcrest Homes (Scotland) Ltd,ChIJCW2KMJBDhkgRJ4kYkNIqcFo,Hillcrest,4.2,9,"1 Explorer Rd, Dundee DD2 1EG, UK",0300 123 2640,https://hillcrest.org.uk/,True,https://maps.google.com/?cid=6516755744654133543,56.4696769,-3.0571946,1,OPERATIONAL,"establishment, point_of_interest"
PF000294,Hillcrest Homes (Scotland) Ltd,ChIJkdrOhtbHh0gRFVmD5-5EaLI,Hillcrest Housing Association,5,4,"160 Dundee St, Edinburgh EH11 1DQ, UK",0300 123 2640,http://www.hillcrest.org.uk/,True,https://maps.google.com/?cid=12855600929206130965,55.94036269999999,-3.2193127,2,OPERATIONAL,"establishment, point_of_interest"
PF000294,Hillcrest Homes (Scotland) Ltd,ChIJvRnr-LYkhkgREg_O7k54A04,Hillcrest Homes,4,6,"55 Huntingtower Rd, Perth PH1 2LH, UK",01382 564700,https://www.hillcrest.org.uk/homes/,True,https://maps.google.com/?cid=5621469040297774866,56.4063283,-3.4807395,3,OPERATIONAL,"establishment, point_of_interest"
PF000294,Hillcrest Homes (Scotland) Ltd,ChIJQcg5CxiNhkgRaGOG96WFw84,Hillcrest Homes,4.3,8,"1 N Grimsby, Arbroath DD11 1NU, UK",01241 434333,https://www.hillcrest.org.uk/homes/,True,https://maps.google.com/?cid=14898898940140610408,56.55779829999999,-2.5846873,4,OPERATIONAL,"establishment, point_of_interest"
PF000360,Hjaltland Housing Association Limited,ChIJpybpt6GLnkgRJmfDGnAIuMA,Hjaltland Housing Association Ltd,3.9,16,"6 North Ness, Business Park, Lerwick, Shetland ZE1 0LZ, UK",01595 694986,https://www.hjaltland.org.uk/,True,https://maps.google.com/?cid=13886858728575297318,60.1589177,-1.1454717,1,OPERATIONAL,"establishment, point_of_interest"
PF000360,Hjaltland Housing Association Limited,ChIJT6o6r9KLnkgRLEuQjQMQNnc,Hjaltland Lets,,0,"Hjaltland Pl, Lerwick, Shetland ZE1 0DU, UK",,,True,https://maps.google.com/?cid=8590070946701789996,60.14951130000001,-1.1417746,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001025,HLM Management (Scotland) Limited,ChIJz6jPTidEiEgRm3vZB4DwBcU,HLM Architects,4,4,"2nd Floor, Alisa Court, 121 W Regent St, Glasgow G2 2SD, UK",0141 226 8320,https://hlmarchitects.com/contact/glasgow-studio/,True,https://maps.google.com/?cid=14197017833033530267,55.8632721,-4.2599368,2,OPERATIONAL,"establishment, point_of_interest"
PF001025,HLM Management (Scotland) Limited,ChIJjxERSpxPiEgR_Jbg02k1Jr4,Hello Scotland Ltd,5,3,"143 Dalsetter Ave, Glasgow G15 8TE, UK",0141 944 7224,http://www.helloscotland.com/,True,https://maps.google.com/?cid=13701697644963862268,55.9062133,-4.3698611,3,OPERATIONAL,"establishment, point_of_interest, travel_agency"
PF000277,Home Group Scotland,ChIJv1K3cQBBiEgR_j2v6m5uHck,Home Group,,0,"321 Springhill Pkwy, Baillieston, Glasgow G69 6GA, UK",,,True,https://maps.google.com/?cid=14491860598610935294,55.86163819999999,-4.1121354,1,OPERATIONAL,"establishment, point_of_interest"
PF000277,Home Group Scotland,ChIJNUoWmMlchkgRHnuO85-7Aeo,Home Scotland,3.5,4,"Blackness Rd, Dundee DD1 5PG, UK",07365 527327,,True,https://maps.google.com/?cid=16861964775512242974,56.45948,-2.9891682,3,CLOSED_TEMPORARILY,"establishment, point_of_interest"
PF000277,Home Group Scotland,ChIJq5O0pie_h0gRqjO672OStV4,Home Lettings Scotland,3.3,23,"Eskgrove - 115 George Street, Edinburgh EH2 4JN, UK",0131 258 2708,,True,https://maps.google.com/?cid=6824521768271229866,55.952575,-3.20443,5,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000219,Homes for Life Housing Partnership,ChIJ9VP17lOmh0gRBf-foNsNdAY,Homes For Life Housing Partnership,4.2,5,"57 Market St, Haddington EH41 3JG, UK",01620 829300,https://www.homesforlife.co.uk/,True,https://maps.google.com/?cid=465011898469842693,55.9556195,-2.7776742,1,OPERATIONAL,"establishment, point_of_interest"
PF000484,Homesbook Factoring Limited,ChIJA9pWXsRCiEgRrng02oA5ae0,Homesbook Factoring Ltd,4.6,87,"66A Townhead, Kirkintilloch, Glasgow G66 1NZ, UK",0141 776 4494,http://www.homesbook.co.uk/,True,https://maps.google.com/?cid=17107267885123008686,55.9364307,-4.1529411,1,OPERATIONAL,"establishment, point_of_interest"
PF000385,Horizon Housing Association Limited,ChIJvz9Ae1HZh0gRFatwZ_IXiTs,Horizon Housing,3.6,11,"Leving House, Fairbairn Pl, Livingston EH54 6TN, UK",0330 303 0089,https://www.horizonhousing.org/,True,https://maps.google.com/?cid=4289986449932069653,55.8910468,-3.5302541,1,OPERATIONAL,"establishment, point_of_interest"
PF000843,Indigo Square Property Ltd,ChIJJzNtlidEiEgRKOX3r4JMTIY,Indigo Square,3.9,40,"42 Holmlea Rd, Glasgow G44 4BL, UK",0141 404 1334,http://indigolets.com/,True,https://maps.google.com/?cid=9677193823494071592,55.824366,-4.2617663,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000362,Individually Designed Homes Ltd,ChIJC2oDXH-5h0gRIDrc0aaADXA,Individually Designed Homes Ltd ( IDH ),5,13,"House 2B, Macmerry Business Park, Macmerry, Altair EH33 1RW, UK",0131 665 9044,http://www.i-d-h.co.uk/,True,https://maps.google.com/?cid=8074251160918964768,55.9464639,-2.900178,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000112,Irvine Housing Association Limited,ChIJZ_1MMnrOiUgR1RRYaaALNpY,Irvine Housing Association,2.9,35,"44-46 Bank St, Irvine KA12 0LP, UK",0345 112 6600,https://www.irvineha.co.uk/,True,https://maps.google.com/?cid=10823851538021618901,55.61583700000001,-4.6632776,1,OPERATIONAL,"establishment, point_of_interest"
PF000187,J. B. & G Forsyth Property Management Services,ChIJ92MpuyBEiEgRXgpj20xTHQ8,J B & G Forsyth,1.7,11,"213 W George St, Glasgow G2 2LW, UK",0141 332 8761,https://www.jbgforsyth.co.uk/,True,https://maps.google.com/?cid=1089118274456848990,55.862665,-4.2604074,1,OPERATIONAL,"establishment, point_of_interest"
PF000779,J&E Shepherd,ChIJqUTfN7vHh0gRnvXr14Sxxlo,Shepherd Chartered Surveyors,3.9,30,"12 Atholl Cres, Edinburgh EH3 8HA, UK",0131 225 1234,https://www.shepherd.co.uk/?utm_source=google&utm_medium=gmb-edinburgh,True,https://maps.google.com/?cid=6541110692918588830,55.94797999999999,-3.2117525,1,OPERATIONAL,"establishment, finance, point_of_interest"
PF000779,J&E Shepherd,ChIJu8x_5VBGiEgRNzXnWV85BzY,Shepherd Chartered Surveyors,4.3,31,"269 Kilmarnock Rd, Shawlands, Glasgow G43 1TX, UK",0141 649 8020,https://www.shepherd.co.uk/?utm_source=google&utm_medium=gmb-glasgowsouth,True,https://maps.google.com/?cid=3893143484578084151,55.825853,-4.285424,2,OPERATIONAL,"establishment, finance, point_of_interest"
PF000779,J&E Shepherd,ChIJ8dnDCcURhEgRx-TmXP877FQ,Shepherd Chartered Surveyors,4.3,27,"35 Queen's Rd, Aberdeen AB15 4ZN, UK",01224 202800,https://www.shepherd.co.uk/?utm_source=google&utm_medium=gmb-aberdeen,True,https://maps.google.com/?cid=6119331961650996423,57.1412718,-2.1341962,3,OPERATIONAL,"establishment, finance, point_of_interest"
PF000779,J&E Shepherd,ChIJqQn5dGg_iEgRcf1HJq25GRg,Shepherd Chartered Surveyors,5,67,"65-67, Strathmore House, East Kilbride, Glasgow G74 1LF, UK",01355 229317,https://www.shepherd.co.uk/?utm_source=google&utm_medium=gmb-eastkilbride,True,https://maps.google.com/?cid=1736623284650769777,55.7614123,-4.1772802,4,OPERATIONAL,"establishment, finance, point_of_interest"
PF000779,J&E Shepherd,ChIJdShTMp5GiEgRRaAN13ENkVE,Shepherd Chartered Surveyors,1,3,"2nd Floor, Afton House, 26 W Nile St, Glasgow G1 2PF, UK",0141 331 2807,https://www.shepherd.co.uk/?utm_source=google&utm_medium=gmb-glasgow-commercial,True,https://maps.google.com/?cid=5877493771285667909,55.8611564,-4.2550025,5,OPERATIONAL,"establishment, finance, point_of_interest"
PF000103,James Gibb Property Management Ltd,ChIJiXVDmqRGiEgRU3e37-_5HqU,James Gibb Residential Factors,2.2,224,"Red Tree Magenta, 270 Glasgow Rd, Rutherglen, Glasgow G73 1UZ, UK",0333 240 8325,http://www.jamesgibb.co.uk/,True,https://maps.google.com/?cid=11898222074473707347,55.8384773,-4.227170699999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000103,James Gibb Property Management Ltd,ChIJEfsDg6THh0gRHdY4E-DnBjY,James Gibb Residential Factors,2.1,255,"23 Alva St, Edinburgh EH2 4PS, UK",0333 240 8325,http://www.jamesgibb.co.uk/,True,https://maps.google.com/?cid=3893053877489554973,55.9499971,-3.2107578,2,OPERATIONAL,"establishment, point_of_interest"
PF000103,James Gibb Property Management Ltd,ChIJw1IDliYOhEgRkvd5R5OP2A4,James Gibb Residential Factors,1.6,82,"Merchant Exchange, 26-28 Exchange St, Aberdeen AB11 6PH, UK",0333 240 8325,http://www.jamesgibb.co.uk/,True,https://maps.google.com/?cid=1069762774222632850,57.14546410000001,-2.0968941,3,OPERATIONAL,"establishment, point_of_interest"
PF000103,James Gibb Property Management Ltd,ChIJAYYESUdDhkgRBKqTqjQdfkg,James Gibb Residential Factors,1,27,"Unit J, Tayside Software Centre, Prospect Business Centre, Gemini Cres, Dundee DD2 1TY, UK",0333 240 8325,https://jamesgibb.co.uk/,True,https://maps.google.com/?cid=5223644729833662980,56.46180349999999,-3.0525063,4,OPERATIONAL,"establishment, point_of_interest"
PF000103,James Gibb Property Management Ltd,ChIJybw_lWjOiUgR6Y7BQLZYS60,James Gibb Property Management,,0,"Belfast Quay, Irvine KA12 8PR, UK",01294 272930,,True,https://maps.google.com/?cid=12487171931608551145,55.6119416,-4.6773817,5,OPERATIONAL,"establishment, point_of_interest"
PF000537,Jamie McBride,ChIJBbZzmRtHiEgRd_5YMhKZa4w,Jamie Mcbride plumbing heating & gas Ltd,5,43,"52 Cunningham Dr, Giffnock, Glasgow G46 6ER, UK",07850 582701,http://jmcbrideplumbing.co.uk/,True,https://maps.google.com/?cid=10118349291251105399,55.8039028,-4.280989,2,OPERATIONAL,"establishment, plumber, point_of_interest"
PF000537,Jamie McBride,ChIJxQqnBoTHh0gRpjUM1POheHY,Southside Property Management,4.6,1350,"20 Nicolson St, Edinburgh EH8 9DH, UK",0131 510 0051,https://southsidemanagement.com/,True,https://maps.google.com/?cid=8536751162287469990,55.9463539,-3.1851692,3,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000537,Jamie McBride,ChIJ18ucP7jHh0gRs0GC_iuNyEA,Umega Lettings & Estate Agents - Portfolio Management,4.1,9,"The North Quarter, 496 Ferry Rd., Edinburgh EH5 2DL, UK",0131 221 0888,https://www.umega.co.uk/,True,https://maps.google.com/?cid=4668136233862578611,55.96985129999999,-3.2254366,4,OPERATIONAL,"establishment, point_of_interest"
PF000537,Jamie McBride,ChIJuUq5_g-4h0gRIsuZ2uX9_84,Hopefield Partnerships Ltd,,0,"1 John's Pl, Leith, Edinburgh EH6 7EL, UK",0131 478 7410,http://hopefieldpartnerships.com/,True,https://maps.google.com/?cid=14915919654531222306,55.97300240000001,-3.1658001,5,CLOSED_TEMPORARILY,"establishment, point_of_interest, real_estate_agency"
PF000483,John Lessels,ChIJ_4XE7xS_h0gR55dbj0AZda4,John Lessels Landscapes,4.6,25,"Springfield, Polton Rd W, Lasswade EH18 1EB, UK",0131 663 1777,http://www.johnlesselslandscapes.co.uk/,True,https://maps.google.com/?cid=12570981699948353511,55.8686296,-3.1360457,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
